"Site","Quadrat","Year","Depth metres","Temperature celsius","Sand %","Macroalgae %","Microalgae %","Corals %"
"LTER03","Q2.6",2015,"20",26.9406917174453,0,0.6,65,6.9
"LTER04","Q2.6",2015,"20",27.7785770841264,12.8,0,70.3,7
"LTER05","Q2.6",2015,"20",27.8033656957929,1.7,0,53.9,37.6
"LTER06","Q2.6",2015,"20",26.947630934513,0,0.5,69.4,18
"LTER01","Q2.6",2016,"20",NA,0,0,77.2,15.9
"LTER02","Q2.6",2016,"20",28.010210270619,0,0,63.7,34
"LTER03","Q2.6",2016,"20",27.925979040893,0,0,62.5,10.8
"LTER04","Q2.6",2016,"20",28.0495475800085,14.5,0,71,5.2
"LTER05","Q2.6",2016,"20",27.9850664136622,4.9,0,45.1,30.9
"LTER06","Q2.6",2016,"20",28.1875704140587,0,0.5,35.1,45.3
"LTER01","Q2.6",2017,"20",NA,3.9,0,92.7,1.2
"LTER02","Q2.6",2017,"20",27.9582681181486,3.2,0,38.2,47.9
"LTER03","Q2.6",2017,"20",28.3406336540718,0,0.6,42.5,12.3
"LTER05","Q2.6",2017,"20",28.4645918367347,4,0.6,55.7,23.3
"LTER06","Q2.6",2017,"20",26.6294691259022,1.1,0,38.9,50.6
"LTER01","Q2.6",2018,"20",NA,8.4,0,86.8,3.1
"LTER02","Q2.6",2018,"20",27.8710330122225,3.2,5.9,44.6,40.3
"LTER03","Q2.6",2018,"20",NA,0,0,61.8,11.3
"LTER04","Q2.6",2018,"20",27.7870644127299,10.5,0.5,70.5,5.3
"LTER05","Q2.6",2018,"20",27.293488372093,1.6,0,38.2,40.3
"LTER06","Q2.6",2018,"20",26.7813885936947,0.6,1.1,21.5,55.4
"LTER01","Q2.6",2019,"20",NA,43.8,10.3,31.4,7
"LTER02","Q2.6",2019,"20",27.9747720781446,18.6,7.4,18.1,44.6
"LTER03","Q2.6",2019,"20",26.8923199452751,21.2,2.2,27.7,21.2
"LTER04","Q2.6",2019,"20",28.3522945387847,15.3,0,40.6,24.8
"LTER05","Q2.6",2019,"20",27.9009289846248,20.8,0,33.9,25.5
"LTER06","Q2.6",2019,"20",26.9915524884143,8.7,0.5,8.2,63.8
"LTER01","Q2.6",2020,"20",NA,0,2.6,89.8,3
"LTER02","Q2.6",2020,"20",28.0048242484057,0,0,42.1,50.7
"LTER03","Q2.6",2020,"20",28.2610948310948,0,0.5,58.8,23.2
"LTER04","Q2.6",2020,"20",27.579980620155,0,0,52.6,21.4
"LTER05","Q2.6",2020,"20",27.971828846957,0,0.5,62.4,3.6
"LTER06","Q2.6",2020,"20",27.9758045169861,0,20.1,46.2,17.1
"LTER01","Q2.6",2021,"20",NA,0.5,0.5,96.2,1
"LTER02","Q2.6",2021,"20",28.2431997658232,7.9,2.6,48.4,41.1
"LTER03","Q2.6",2021,"20",NA,0.5,14.2,51.1,25.3
"LTER05","Q2.6",2021,"20",28.2025612148054,0,13.5,82.2,1.6
"LTER06","Q2.6",2021,"20",28.1940485062843,0,32.6,48.9,17.4
"LTER01","Q2.7",2005,"20",NA,0,0,69,30.9
"LTER02","Q2.7",2005,"20",27.3486436220177,1.8,0.6,50.9,39.8
"LTER03","Q2.7",2005,"20",27.2598014202225,0,2.9,70.6,15.9
"LTER04","Q2.7",2005,"20",NA,2.3,1.2,83,13.5
"LTER05","Q2.7",2005,"20",NA,0,0,68.7,30.7
"LTER06","Q2.7",2005,"20",27.495900203666,2.9,0,79.7,17.4
"LTER01","Q2.7",2006,"20",NA,1.2,0,51.8,44.5
"LTER02","Q2.7",2006,"20",27.9319263995129,7.2,0,82.5,10.2
"LTER03","Q2.7",2006,"20",27.8824626041944,0,2.3,72.3,25.5
"LTER04","Q2.7",2006,"20",28.2854185022026,6.4,1.2,69.2,22.7
"LTER05","Q2.7",2006,"20",27.1457462804685,2.3,0,54,42.6
"LTER06","Q2.7",2006,"20",27.9235239838328,14.6,0,85.4,0
"LTER01","Q2.7",2007,"20",NA,0,3.2,42.8,53.5
"LTER02","Q2.7",2007,"20",27.9682344433872,5.2,0,82,11.3
"LTER03","Q2.7",2007,"20",27.9358419950504,0,1.5,77.4,16.4
"LTER04","Q2.7",2007,"20",27.9490216150392,2.6,1.5,82.6,10.2
"LTER05","Q2.7",2007,"20",27.7032219769438,0.5,0,62.9,33.5
"LTER06","Q2.7",2007,"20",27.9734989915902,5.1,0.5,90.8,3
"LTER01","Q2.7",2008,"20",NA,0,0.5,89.7,9.3
"LTER02","Q2.7",2008,"20",27.4936664008203,0.5,3.2,87.9,8.5
"LTER03","Q2.7",2008,"20",27.4413080777407,0,24,75,0.5
"LTER04","Q2.7",2008,"20",27.4124428582277,1,2.5,90.5,6
"LTER05","Q2.7",2008,"20",27.4450958508902,0.5,0.5,84.5,12.9
"LTER06","Q2.7",2008,"20",27.4637628083491,1.5,5.1,91.4,1
"LTER01","Q2.7",2009,"20",NA,1.5,26.8,66.5,4.6
"LTER02","Q2.7",2009,"20",27.8444088763703,1.1,9,89.9,0
"LTER03","Q2.7",2009,"20",27.7719239552409,0,21.3,78.7,0
"LTER04","Q2.7",2009,"20",27.7516158617803,0,4.6,95.4,0
"LTER05","Q2.7",2009,"20",28.1354549439539,0,2.6,95.9,0.5
"LTER06","Q2.7",2009,"20",27.8136374015299,5.7,5.7,88.5,0
"LTER01","Q2.7",2010,"20",NA,0,0,99,1
"LTER02","Q2.7",2010,"20",27.7875667795335,3.2,0,96.8,0
"LTER03","Q2.7",2010,"20",27.7105324250266,0,0,97.4,2.6
"LTER04","Q2.7",2010,"20",27.692729279245,0,0.5,98.5,0.5
"LTER05","Q2.7",2010,"20",26.6025802719121,3.6,0.5,95.4,0
"LTER06","Q2.7",2010,"20",27.7443217209214,5.6,0,94.4,0
"LTER01","Q2.7",2011,"20",NA,0,0,97.9,2.1
"LTER02","Q2.7",2011,"20",27.1482873453853,0,0,99.5,0.5
"LTER03","Q2.7",2011,"20",27.1326841985081,0,5.8,92.1,2.1
"LTER04","Q2.7",2011,"20",27.1043979296697,0,4.8,93.5,1
"LTER05","Q2.7",2011,"20",26.6905392503536,0,1.6,95.3,2
"LTER06","Q2.7",2011,"20",27.132411336711,4.8,6.4,84,4.8
"LTER01","Q2.7",2012,"20",NA,0,4.4,92.2,3.4
"LTER02","Q2.7",2012,"20",27.5812892449034,2.7,0.5,96.7,0
"LTER03","Q2.7",2012,"20",27.515469829222,0,31.8,67.1,1.2
"LTER04","Q2.7",2012,"20",27.4946154138193,0,6.2,90.6,2.1
"LTER05","Q2.7",2012,"20",27.5461214011334,0,5.3,92.1,2.7
"LTER06","Q2.7",2012,"20",27.5772266737554,1.6,4.8,93.1,0.5
"LTER01","Q2.7",2013,"20",NA,2.7,1.6,79.8,3.9
"LTER02","Q2.7",2013,"20",27.3214705546462,2.2,0,87.2,2.3
"LTER03","Q2.7",2013,"20",27.2181975637609,0,1.1,75.1,3.3
"LTER04","Q2.7",2013,"20",27.1946249333638,3.3,0.6,89,2.3
"LTER05","Q2.7",2013,"20",27.2388506053453,0,3.2,87.6,7.1
"LTER06","Q2.7",2013,"20",27.7932696573823,3.3,3.9,88.9,2.8
"LTER01","Q2.7",2014,"20",NA,0,2.7,87.4,5.5
"LTER02","Q2.7",2014,"20",27.6575657543646,10.9,0,84.6,0
"LTER03","Q2.7",2014,"20",27.8733529054464,0.5,1.6,77.1,1
"LTER04","Q2.7",2014,"20",27.5694664129401,2.3,1.7,89.3,2.2
"LTER05","Q2.7",2014,"20",27.6289923129614,0,1.1,66.8,25
"LTER06","Q2.7",2014,"20",27.2518094534712,2.7,0.6,88.5,5
"LTER01","Q2.7",2015,"20",NA,0,4.6,75.3,14.3
"LTER02","Q2.7",2015,"20",27.8477554049939,13.9,0,82.4,1.8
"LTER03","Q2.7",2015,"20",26.9406917174453,0,1.7,48.3,6.8
"LTER04","Q2.7",2015,"20",27.7785770841264,0.5,2.7,70.1,7.5
"LTER05","Q2.7",2015,"20",27.8033656957929,1.1,0,66.5,27.4
"LTER06","Q2.7",2015,"20",26.947630934513,1.7,0.6,79.3,6.3
"LTER01","Q2.7",2016,"20",NA,0.6,6,77.7,9
"LTER02","Q2.7",2016,"20",28.010210270619,0,0,91.8,3.2
"LTER03","Q2.7",2016,"20",27.925979040893,0,1.1,45.2,13.9
"LTER04","Q2.7",2016,"20",28.0495475800085,4,0,62.6,11.4
"LTER05","Q2.7",2016,"20",27.9850664136622,3.7,0.5,60.4,24.6
"LTER06","Q2.7",2016,"20",28.1875704140587,1.1,0,67,7.9
"LTER01","Q2.7",2017,"20",NA,2.1,0,77.4,16.4
"LTER02","Q2.7",2017,"20",27.9582681181486,5.5,0,79.1,9.3
"LTER04","Q2.7",2017,"20",27.1016394492475,0.5,0,63.6,15.1
"LTER05","Q2.7",2017,"20",28.4645918367347,0.6,0.6,47.3,36.9
"LTER06","Q2.7",2017,"20",26.6294691259022,0,0.5,65.8,15.2
"LTER01","Q2.7",2018,"20",NA,1.6,0.5,80.3,13.5
"LTER02","Q2.7",2018,"20",27.8710330122225,6.4,2.3,71.7,9.3
"LTER04","Q2.7",2018,"20",27.7870644127299,0,0.5,41,30.6
"LTER05","Q2.7",2018,"20",27.293488372093,5.3,0,61,13.9
"LTER06","Q2.7",2018,"20",26.7813885936947,4.3,3.2,55.3,24
"LTER01","Q2.7",2019,"20",NA,42.5,0.5,34.4,16.7
"LTER02","Q2.7",2019,"20",27.9747720781446,35.5,3.2,42.3,5.8
"LTER03","Q2.7",2019,"20",26.8923199452751,3.3,19.3,31.5,12.7
"LTER04","Q2.7",2019,"20",28.3522945387847,7,0.5,29.7,32.5
"LTER05","Q2.7",2019,"20",27.9009289846248,20.2,0,28.5,29
"LTER06","Q2.7",2019,"20",26.9915524884143,23.5,0,25.7,28
"LTER01","Q2.7",2020,"20",NA,0,2.6,79.1,14.8
"LTER02","Q2.7",2020,"20",28.0048242484057,0.5,1,72.5,15.1
"LTER03","Q2.7",2020,"20",28.2610948310948,0,3.6,35.9,18.8
"LTER04","Q2.7",2020,"20",27.579980620155,0,2.5,42.9,28.2
"LTER05","Q2.7",2020,"20",27.971828846957,0,0,68.8,5.8
"LTER06","Q2.7",2020,"20",27.9758045169861,1.5,8.8,51.5,20.6
"LTER01","Q2.7",2021,"20",NA,1.1,0,61.8,35.3
"LTER02","Q2.7",2021,"20",28.2431997658232,1.1,1.1,84.2,11.4
"LTER03","Q2.7",2021,"20",NA,0,33.9,42.2,19.5
"LTER05","Q2.7",2021,"20",28.2025612148054,0,11.9,76.8,10.8
"LTER06","Q2.7",2021,"20",28.1940485062843,0,28.3,59.2,12.4
"LTER01","Q2.8",2005,"20",NA,0,0,52.4,47.7
"LTER02","Q2.8",2005,"20",27.3486436220177,0,0,62.6,36.7
"LTER03","Q2.8",2005,"20",27.2598014202225,0,10.3,37,22.4
"LTER04","Q2.8",2005,"20",NA,0,1.2,48.8,50.1
"LTER05","Q2.8",2005,"20",NA,0,0.6,56.8,42
"LTER06","Q2.8",2005,"20",27.495900203666,3.8,0,93.6,2.6
"LTER01","Q2.8",2006,"20",NA,2.4,1.8,56.7,39
"LTER02","Q2.8",2006,"20",27.9319263995129,3.8,2.5,83.8,8.1
"LTER03","Q2.8",2006,"20",27.8824626041944,0,1.8,51.2,25.3
"LTER04","Q2.8",2006,"20",28.2854185022026,1.2,0.6,58.6,39.7
"LTER05","Q2.8",2006,"20",27.1457462804685,0,0.6,40,58.3
"LTER01","Q2.8",2007,"20",NA,0,0,52.9,43.4
"LTER02","Q2.8",2007,"20",27.9682344433872,5.7,0,93.8,0
"LTER03","Q2.8",2007,"20",27.9358419950504,0,2.5,67.8,23.6
"LTER04","Q2.8",2007,"20",27.9490216150392,0,2.1,61.3,36.6
"LTER05","Q2.8",2007,"20",27.7032219769438,0,0.5,46.2,48.7
"LTER06","Q2.8",2007,"20",27.9734989915902,5.7,0,92.2,2.1
"LTER01","Q2.8",2008,"20",NA,0,0.5,89.8,9.6
"LTER02","Q2.8",2008,"20",27.4936664008203,0,4.5,93.9,1
"LTER03","Q2.8",2008,"20",27.4413080777407,0,23.5,76,0
"LTER04","Q2.8",2008,"20",27.4124428582277,0,8.6,65.5,25.4
"LTER05","Q2.8",2008,"20",27.4450958508902,0,7.6,70.1,18.7
"LTER06","Q2.8",2008,"20",27.4637628083491,7.5,1.5,89,2
"LTER01","Q2.8",2009,"20",NA,1.5,10.2,78.1,9.7
"LTER02","Q2.8",2009,"20",27.8444088763703,0,19.4,80.1,0.5
"LTER03","Q2.8",2009,"20",27.7719239552409,0,18.3,81.7,0
"LTER04","Q2.8",2009,"20",27.7516158617803,0,24.1,75.4,0.5
"LTER05","Q2.8",2009,"20",28.1354549439539,0,1.1,96.8,0.5
"LTER06","Q2.8",2009,"20",27.8136374015299,4.2,2.6,93.2,0
"LTER01","Q2.8",2010,"20",NA,0,0,95.3,2.6
"LTER02","Q2.8",2010,"20",27.7875667795335,0,0,99,1
"LTER03","Q2.8",2010,"20",27.7105324250266,0,0,99.5,0.5
"LTER04","Q2.8",2010,"20",27.692729279245,0,2.1,97.4,0.5
"LTER05","Q2.8",2010,"20",26.6025802719121,0,1.6,94.8,3.6
"LTER06","Q2.8",2010,"20",27.7443217209214,3.5,0,95.5,0.5
"LTER01","Q2.8",2011,"20",NA,1,0,98.4,0.5
"LTER02","Q2.8",2011,"20",27.1482873453853,0,0,97.9,2.1
"LTER03","Q2.8",2011,"20",27.1326841985081,0,1.1,98.4,0.5
"LTER04","Q2.8",2011,"20",27.1043979296697,0,5,94.4,0
"LTER05","Q2.8",2011,"20",26.6905392503536,0.5,6.3,87.8,3.8
"LTER06","Q2.8",2011,"20",27.132411336711,8,1.6,88.3,2.1
"LTER01","Q2.8",2012,"20",NA,0.5,1.6,97.9,0
"LTER02","Q2.8",2012,"20",27.5812892449034,1.1,11.4,85.9,1.6
"LTER03","Q2.8",2012,"20",27.515469829222,0,27.2,72.8,0
"LTER04","Q2.8",2012,"20",27.4946154138193,0,21.8,77.1,1
"LTER05","Q2.8",2012,"20",27.5461214011334,0,7.8,86,5
"LTER06","Q2.8",2012,"20",27.5772266737554,5.9,4.3,87.7,2.1
"LTER01","Q2.8",2013,"20",NA,0.5,1.1,86.9,0
"LTER02","Q2.8",2013,"20",27.3214705546462,3.9,0,80.2,5.6
"LTER03","Q2.8",2013,"20",27.2181975637609,0,6.6,61,0.6
"LTER04","Q2.8",2013,"20",27.1946249333638,0.6,6.7,79.5,2.8
"LTER05","Q2.8",2013,"20",27.2388506053453,0,4.4,77.3,12.8
"LTER06","Q2.8",2013,"20",27.7932696573823,1.2,0.6,89.5,3.5
"LTER01","Q2.8",2014,"20",NA,2.2,0,87.1,1.7
"LTER02","Q2.8",2014,"20",27.6575657543646,0,7.8,78.2,5
"LTER03","Q2.8",2014,"20",27.8733529054464,0,0,73,1.7
"LTER04","Q2.8",2014,"20",27.5694664129401,0,5.2,81.5,3.6
"LTER05","Q2.8",2014,"20",27.6289923129614,2.1,1.6,62.7,28.5
"LTER06","Q2.8",2014,"20",27.2518094534712,4.4,1.1,78.1,11.1
"LTER01","Q2.8",2015,"20",NA,0.6,0,93.1,3.4
"LTER02","Q2.8",2015,"20",27.8477554049939,0,7.5,68.8,18.6
"LTER03","Q2.8",2015,"20",26.9406917174453,0,0,77.3,2.1
"LTER04","Q2.8",2015,"20",27.7785770841264,0.5,3.3,70.7,9.1
"LTER05","Q2.8",2015,"20",27.8033656957929,0.6,0.6,65.5,31.6
"LTER06","Q2.8",2015,"20",26.947630934513,0.6,1.1,82.5,10.2
"LTER01","Q2.8",2016,"20",NA,0,1.2,68.4,25.1
"LTER02","Q2.8",2016,"20",28.010210270619,0,5.8,62.8,26.8
"LTER03","Q2.8",2016,"20",27.925979040893,0,0,46.6,3.1
"LTER04","Q2.8",2016,"20",28.0495475800085,0,2.9,51.7,16.1
"LTER05","Q2.8",2016,"20",27.9850664136622,3.5,1.2,56.4,24.4
"LTER06","Q2.8",2016,"20",28.1875704140587,0,0,75.2,17
"LTER01","Q2.8",2017,"20",NA,0,0.5,81.9,14.3
"LTER02","Q2.8",2017,"20",27.9582681181486,4.7,0.6,48.2,36.5
"LTER03","Q2.8",2017,"20",28.3406336540718,0,0,45.7,5.8
"LTER04","Q2.8",2017,"20",27.1016394492475,0,0,50,17.4
"LTER05","Q2.8",2017,"20",28.4645918367347,7.3,0.6,58.2,18.7
"LTER06","Q2.8",2017,"20",26.6294691259022,1.1,0,62.4,15.1
"LTER01","Q2.8",2018,"20",NA,1.6,0,68.6,22.6
"LTER02","Q2.8",2018,"20",27.8710330122225,1.6,29.9,25,39.1
"LTER03","Q2.8",2018,"20",NA,1.1,3.8,59.2,2.6
"LTER04","Q2.8",2018,"20",27.7870644127299,0,0,42.5,32.3
"LTER05","Q2.8",2018,"20",27.293488372093,3.2,3.7,55.1,19.2
"LTER06","Q2.8",2018,"20",26.7813885936947,8,2.7,47.9,19.7
"LTER01","Q2.8",2019,"20",NA,25.1,0.5,31.7,32.7
"LTER02","Q2.8",2019,"20",27.9747720781446,17,5.3,32.4,42
"LTER03","Q2.8",2019,"20",26.8923199452751,14.4,17.1,35.9,7.8
"LTER04","Q2.8",2019,"20",28.3522945387847,6.9,0,28,37.1
"LTER05","Q2.8",2019,"20",27.9009289846248,26.3,1.1,22.6,29.9
"LTER06","Q2.8",2019,"20",26.9915524884143,26.2,5.5,25.1,23.9
"LTER01","Q2.8",2020,"20",NA,0,10.3,50.8,35.8
"LTER02","Q2.8",2020,"20",28.0048242484057,2.5,0.5,51.8,36.5
"LTER03","Q2.8",2020,"20",28.2610948310948,0,1.5,69.2,1
"LTER04","Q2.8",2020,"20",27.579980620155,0,1.5,32.5,44.1
"LTER05","Q2.8",2020,"20",27.971828846957,0,0.5,54.1,29.4
"LTER06","Q2.8",2020,"20",27.9758045169861,1,4.1,60.2,8.7
"LTER01","Q2.8",2021,"20",NA,0,1.1,63,32.7
"LTER02","Q2.8",2021,"20",28.2431997658232,8.2,1.1,39.9,50.1
"LTER03","Q2.8",2021,"20",NA,7.6,21.6,65.9,4.3
"LTER05","Q2.8",2021,"20",28.2025612148054,2.2,6.6,72.4,18.3
"LTER06","Q2.8",2021,"20",28.1940485062843,0,34,58.6,4.1
"LTER01","Q3.1",2005,"20",NA,12.1,0,20.8,67
"LTER02","Q3.1",2005,"20",27.3486436220177,1.7,0.6,65.4,29.1
"LTER03","Q3.1",2005,"20",27.2598014202225,0,6.6,59.9,22.2
"LTER04","Q3.1",2005,"20",NA,0,0,63.2,33.9
"LTER05","Q3.1",2005,"20",NA,5,0,76.9,17.5
"LTER06","Q3.1",2005,"20",27.495900203666,1.9,0,83.1,15
"LTER01","Q3.1",2006,"20",NA,14.8,8.3,29,47.9
"LTER02","Q3.1",2006,"20",27.9319263995129,3.7,0,90.9,1.8
"LTER03","Q3.1",2006,"20",27.8824626041944,0,3.5,57.1,33
"LTER04","Q3.1",2006,"20",28.2854185022026,7.2,1.8,45.2,43.3
"LTER05","Q3.1",2006,"20",27.1457462804685,5.8,0,73.3,19.1
"LTER06","Q3.1",2006,"20",27.9235239838328,4.8,0,84.9,9.6
"LTER01","Q3.1",2007,"20",NA,0,0,41.4,60.2
"LTER02","Q3.1",2007,"20",27.9682344433872,0,1,97,2
"LTER03","Q3.1",2007,"20",27.9358419950504,0,4.1,54.9,32.6
"LTER04","Q3.1",2007,"20",27.9490216150392,0.5,6.1,58.7,32.1
"LTER05","Q3.1",2007,"20",27.7032219769438,4,0,57.1,35.4
"LTER06","Q3.1",2007,"20",27.9734989915902,3.6,0.5,82.5,13.4
"LTER01","Q3.1",2008,"20",NA,7.6,12.7,72.6,7.1
"LTER02","Q3.1",2008,"20",27.4936664008203,0,7.1,91.9,1
"LTER03","Q3.1",2008,"20",27.4413080777407,0,50,49,1
"LTER04","Q3.1",2008,"20",27.4124428582277,1.5,8.1,69.2,19.2
"LTER05","Q3.1",2008,"20",27.4450958508902,5,2,83.5,7.5
"LTER06","Q3.1",2008,"20",27.4637628083491,8,0.5,86.9,3
"LTER01","Q3.1",2009,"20",NA,4.6,23,63.3,9.2
"LTER02","Q3.1",2009,"20",27.8444088763703,0,9.5,90,0.5
"LTER03","Q3.1",2009,"20",27.7719239552409,0,17.7,82.3,0
"LTER04","Q3.1",2009,"20",27.7516158617803,0.5,4.9,94,0.5
"LTER05","Q3.1",2009,"20",28.1354549439539,3.7,1.1,93.2,1
"LTER06","Q3.1",2009,"20",27.8136374015299,4.7,3.6,90.1,1.5
"LTER01","Q3.1",2010,"20",NA,0,0,99.5,0.5
"LTER02","Q3.1",2010,"20",27.7875667795335,0,0,99.5,0.5
"LTER03","Q3.1",2010,"20",27.7105324250266,0,3.8,96.2,0
"LTER04","Q3.1",2010,"20",27.692729279245,1.5,0,96.9,1
"LTER05","Q3.1",2010,"20",26.6025802719121,0,0,98.4,1
"LTER06","Q3.1",2010,"20",27.7443217209214,1.5,0,96.9,1.5
"LTER01","Q3.1",2011,"20",NA,0,0,97.4,2.6
"LTER02","Q3.1",2011,"20",27.1482873453853,2.2,0.5,96.8,0.5
"LTER03","Q3.1",2011,"20",27.1326841985081,0,2.2,95.5,2.3
"LTER04","Q3.1",2011,"20",27.1043979296697,0,3.8,94.5,1.1
"LTER05","Q3.1",2011,"20",26.6905392503536,4.9,4.9,88.5,0
"LTER06","Q3.1",2011,"20",27.132411336711,0,8.4,84.8,6.2
"LTER01","Q3.1",2012,"20",NA,0,2.1,93.6,4.3
"LTER02","Q3.1",2012,"20",27.5812892449034,0,1.2,97.1,1.8
"LTER03","Q3.1",2012,"20",27.515469829222,0,33.3,64.5,2.1
"LTER04","Q3.1",2012,"20",27.4946154138193,0.5,14.8,82.4,2.1
"LTER05","Q3.1",2012,"20",27.5461214011334,1,5.7,91.7,1.5
"LTER06","Q3.1",2012,"20",27.5772266737554,0,7.2,86.1,5.7
"LTER01","Q3.1",2013,"20",NA,10.3,2.2,77.7,3.3
"LTER02","Q3.1",2013,"20",27.3214705546462,3.3,0,86.3,2.7
"LTER03","Q3.1",2013,"20",27.2181975637609,0,19.9,61.4,3
"LTER04","Q3.1",2013,"20",27.1946249333638,1.2,2.4,79.4,1.2
"LTER05","Q3.1",2013,"20",27.2388506053453,0.6,1.7,89.1,6.8
"LTER06","Q3.1",2013,"20",27.7932696573823,3.8,1.6,78,12.3
"LTER01","Q3.1",2014,"20",NA,6.2,4.5,65.4,11.7
"LTER02","Q3.1",2014,"20",27.6575657543646,0.6,0,83.5,6.2
"LTER03","Q3.1",2014,"20",27.8733529054464,0,1.1,48.9,9.6
"LTER04","Q3.1",2014,"20",27.5694664129401,0,0,83.2,6.2
"LTER05","Q3.1",2014,"20",27.6289923129614,5.8,0.5,80.4,12.6
"LTER06","Q3.1",2014,"20",27.2518094534712,3.4,1.1,79.1,14.8
"LTER01","Q3.1",2015,"20",NA,6.1,5.5,73.5,14
"LTER02","Q3.1",2015,"20",27.8477554049939,2.4,0,87.3,4.8
"LTER03","Q3.1",2015,"20",26.9406917174453,0,5.1,45.7,18.3
"LTER04","Q3.1",2015,"20",27.7785770841264,0,1.6,67.8,16.4
"LTER05","Q3.1",2015,"20",27.8033656957929,10.8,1.7,71,11.9
"LTER06","Q3.1",2015,"20",26.947630934513,0,0,63.8,31.1
"LTER01","Q3.1",2016,"20",NA,4.7,0,66.5,20.1
"LTER02","Q3.1",2016,"20",28.010210270619,0,0,85,7.6
"LTER03","Q3.1",2016,"20",27.925979040893,0,2.8,33.1,28.2
"LTER04","Q3.1",2016,"20",28.0495475800085,3.4,0,69.7,14.3
"LTER05","Q3.1",2016,"20",27.9850664136622,6.9,0.6,65.7,20
"LTER06","Q3.1",2016,"20",28.1875704140587,0.6,0,37.4,47.4
"LTER01","Q3.1",2017,"20",NA,2.8,0,61.2,29.3
"LTER02","Q3.1",2017,"20",27.9582681181486,0,0,73.5,15.5
"LTER03","Q3.1",2017,"20",28.3406336540718,0,3,28.3,39.8
"LTER04","Q3.1",2017,"20",27.1016394492475,3.9,0.6,37.4,36.3
"LTER05","Q3.1",2017,"20",28.4645918367347,6.6,0.6,55.1,31.8
"LTER06","Q3.1",2017,"20",26.6294691259022,0,0.6,42.2,47.8
"LTER01","Q3.1",2018,"20",NA,6.3,5.8,47.6,33.4
"LTER02","Q3.1",2018,"20",27.8710330122225,0,1.6,63.7,19.6
"LTER03","Q3.1",2018,"20",NA,0,11.7,16.7,44.5
"LTER04","Q3.1",2018,"20",27.7870644127299,2.1,0.5,34.9,41.5
"LTER05","Q3.1",2018,"20",27.293488372093,18.6,0.5,28.4,43.7
"LTER06","Q3.1",2018,"20",26.7813885936947,1.1,0.5,23.8,60.3
"LTER01","Q3.1",2019,"20",NA,23.2,1.6,23.2,45.9
"LTER02","Q3.1",2019,"20",27.9747720781446,12.6,2.7,39.3,25.2
"LTER03","Q3.1",2019,"20",26.8923199452751,1.1,9.2,15.8,52.7
"LTER04","Q3.1",2019,"20",28.3522945387847,7.8,0.5,26,54.1
"LTER05","Q3.1",2019,"20",27.9009289846248,19.1,0,10.1,61.7
"LTER06","Q3.1",2019,"20",26.9915524884143,9.5,0,16.8,51.1
"LTER01","Q3.1",2020,"20",NA,0,0,65.7,29.8
"LTER02","Q3.1",2020,"20",28.0048242484057,0,1.5,46.2,32.3
"LTER03","Q3.1",2020,"20",28.2610948310948,0,10.9,21.7,48.9
"LTER04","Q3.1",2020,"20",27.579980620155,0,1,30.8,43.3
"LTER05","Q3.1",2020,"20",27.971828846957,0,0,60.1,15.4
"LTER06","Q3.1",2020,"20",27.9758045169861,0,3.1,50.3,21
"LTER01","Q3.1",2021,"20",NA,0.5,1.6,53.8,42.3
"LTER02","Q3.1",2021,"20",28.2431997658232,0,2.1,72.2,25.1
"LTER03","Q3.1",2021,"20",NA,0,19.8,18.6,59.3
"LTER04","Q3.1",2021,"20",28.2712806706652,0,9,45.5,47.1
"LTER05","Q3.1",2021,"20",28.2025612148054,0,11.8,69,18.1
"LTER06","Q3.1",2021,"20",28.1940485062843,0,45.3,37.5,13.1
"LTER01","Q3.2",2005,"20",NA,3.4,0,16.9,79.6
"LTER02","Q3.2",2005,"20",27.3486436220177,4,1.1,67.6,27.3
"LTER03","Q3.2",2005,"20",27.2598014202225,0,4.8,55.2,27.3
"LTER04","Q3.2",2005,"20",NA,5.2,0,84.4,9.8
"LTER05","Q3.2",2005,"20",NA,3.1,0.6,79,16
"LTER06","Q3.2",2005,"20",27.495900203666,5.1,0,88.6,3.7
"LTER01","Q3.2",2006,"20",NA,6.4,1.2,30.1,62.5
"LTER02","Q3.2",2006,"20",27.9319263995129,0,0,89.3,10.7
"LTER03","Q3.2",2006,"20",27.8824626041944,0,1.2,37.6,53.4
"LTER04","Q3.2",2006,"20",28.2854185022026,30.6,0,61.8,7.1
"LTER05","Q3.2",2006,"20",27.1457462804685,7.7,0,67.3,24.5
"LTER06","Q3.2",2006,"20",27.9235239838328,19.3,0,74.1,5.4
"LTER01","Q3.2",2007,"20",NA,1.5,1,35.1,62.3
"LTER02","Q3.2",2007,"20",27.9682344433872,0,0,98.5,1.5
"LTER03","Q3.2",2007,"20",27.9358419950504,0,4.2,39.1,47.4
"LTER04","Q3.2",2007,"20",27.9490216150392,5.6,0,83.1,10.7
"LTER05","Q3.2",2007,"20",27.7032219769438,4.1,1.5,70.9,22
"LTER06","Q3.2",2007,"20",27.9734989915902,13.9,0,81.8,2.7
"LTER01","Q3.2",2008,"20",NA,2.6,5.1,88.8,3.6
"LTER02","Q3.2",2008,"20",27.4936664008203,0,5.1,93.4,1
"LTER03","Q3.2",2008,"20",27.4413080777407,0,14.3,77,8.7
"LTER04","Q3.2",2008,"20",27.4124428582277,9.7,5.1,84.1,0.5
